record_id,declaration_timestamp,shipment_id,invoice_id,exporter_id,importer_id,destination_market,port_of_export,port_of_entry,product_family,hs_code,product_description,shipment_quantity,quantity_unit,shipment_value_usd,incoterm,transport_mode,declared_origin_country,country_of_export,country_of_last_substantial_transformation,production_method_tag,production_stage_country_1,production_stage_country_2,supplier_chain_depth,origin_certificate_available,origin_certificate_match_score,embedded_emissions_tco2e_per_tonne,emissions_estimation_method,electricity_source_tag,recycled_content_percent,plant_emissions_disclosure_available,sector_emissions_band,traceability_completeness_score,supplier_traceability_metadata_available,batch_lot_reference_available,production_site_identifier_available,supporting_document_count,document_consistency_score,is_problematic,anomaly_class,anomaly_count,risk_label,rule_flag_count,synthetic_record_type,injected_pattern
REC_985e76abb5,2026-03-09 12:43:18.900383,SHP_175764e0d4,INV_2b367f0211,EXP_683acc5a7a,IMP_8614014157,US,Hamburg,Vancouver,aluminium_ingot,7601,Unwrought aluminium ingot,101.42,tonnes,273079.33,CIF,road,DE,SE,DE,recycled,CA,IN,1,0.0,0.95,10.91,measured,mixed,81.57,0,high,0.8,1,1,1,3,0.96,1,logical_inconsistency,1,high,0,perturbed,certificate_conflict
REC_a27b86e6f8,2025-09-25 12:43:18.900564,SHP_7d8face4d2,INV_e44e8cc96f,EXP_cfe5603b23,IMP_de2fa79cd5,Other,Mumbai,Durban,aluminium_profile,7604,Aluminium profile,13.41,tonnes,45168.51,FOB,rail,FR,CA,FR,primary,CA,CA,4,1.0,0.84,4.0,measured,grid,8.35,1,high,0.84,1,1,1,4,0.94,0,none,0,low,0,compliant,none
REC_1eb19da06a,2026-01-13 12:43:18.900758,SHP_8a5696d260,INV_70134a4339,EXP_14179dfdc6,IMP_5fa4b5fd5d,Other,Antwerp,Shanghai,aluminium_ingot,7601,Unwrought aluminium ingot,486.17,tonnes,1343019.0,DAP,sea,SE,CN,SE,primary,FR,IN,4,1.0,0.9,4.66,estimated,grid,5.04,0,high,0.48,1,1,1,6,0.98,0,none,0,low,0,compliant,none
REC_b97a890914,2025-07-20 12:43:18.900934,SHP_2812ee3544,INV_db18907f18,EXP_9b8edcf9de,IMP_25c17c7a6f,Other,Felixstowe,Mumbai,aluminium_ingot,7601,Unwrought aluminium ingot,81.0,tonnes,185445.67,FOB,sea,SE,NL,SE,mixed,AE,DE,4,1.0,0.85,8.56,default,renewable,69.28,1,medium,0.63,1,1,1,5,0.93,0,none,0,low,0,compliant,none
REC_3968826e75,2025-06-02 12:43:18.901111,SHP_7f738ccf78,INV_5b87889326,EXP_7a8c37489a,IMP_3152629467,EU,Jebel_Ali,Rotterdam,aluminium_profile,7604,Aluminium profile,272.53,tonnes,723156.34,FOB,rail,NO,SE,NO,primary,IN,CN,1,1.0,0.86,4.83,estimated,grid,16.71,0,high,0.86,0,1,1,3,0.9,0,none,0,low,0,compliant,none
REC_649ae82d9a,2026-01-23 12:43:18.901303,SHP_950b19d02c,INV_7b41bc2408,EXP_496e110e8c,IMP_89f73a3ed0,UK,Santos,Santos,aluminium_ingot,7601,Unwrought aluminium ingot,326.13,tonnes,643900.12,FOB,rail,CA,SE,CA,recycled,FR,AE,4,1.0,0.88,11.34,estimated,mixed,87.64,1,medium,0.88,1,1,1,3,0.98,0,none,0,low,0,compliant,none
REC_18016e24af,2025-08-03 12:43:18.901494,SHP_8a6f1f9626,INV_c2c88dc599,EXP_7b6fbcf688,IMP_96225145c2,US,Hamburg,Rotterdam,aluminium_coil,7606,Aluminium coil,333.39,tonnes,1054308.82,DAP,rail,AE,NL,AE,primary,ZA,FR,3,1.0,0.91,4.78,measured,mixed,144.92,0,high,0.72,1,1,1,4,0.95,1,plausibility,1,high,0,perturbed,recycled_outlier
REC_00465e619c,2026-01-04 12:43:18.901713,SHP_57a461d367,INV_a3845b5efe,EXP_a7e00f9574,IMP_711fca6d06,Other,Vancouver,Shanghai,aluminium_coil,7606,Aluminium coil,392.14,tonnes,1150790.18,FOB,rail,SE,TR,SE,mixed,CN,NO,3,1.0,0.83,12.33,estimated,grid,24.21,0,medium,0.89,1,1,1,2,0.91,0,none,0,low,0,compliant,none
REC_81423da995,2025-05-20 12:43:18.901847,SHP_f33b3f7e84,INV_49c755f0b0,EXP_4855915859,IMP_fcb72256b3,UK,Jebel_Ali,Felixstowe,aluminium_ingot,7601,Unwrought aluminium ingot,329.46,tonnes,666915.77,EXW,rail,NL,NO,NL,recycled,IN,NO,3,1.0,0.85,4.92,measured,grid,88.49,1,medium,0.69,1,1,1,2,0.91,0,none,0,low,0,compliant,none
REC_2a22ce24d5,2026-01-02 12:43:18.901960,SHP_b7fe7d61c8,INV_27f99e276c,EXP_05003e4337,IMP_9ca03abdf9,Other,Vancouver,Mumbai,aluminium_ingot,7601,Unwrought aluminium ingot,190.18,tonnes,392760.19,FOB,sea,NL,CA,NL,primary,FR,BR,3,1.0,0.99,5.63,measured,mixed,4.88,0,medium,0.71,1,1,1,6,0.92,0,none,0,low,0,compliant,none
REC_9ed549b617,2026-03-05 12:43:18.902114,SHP_1a90605235,INV_62b9962a69,EXP_7779632a14,IMP_062e7ede2d,US,Felixstowe,Felixstowe,aluminium_sheet,7606,Aluminium sheet,105.67,tonnes,331717.97,FOB,road,DE,NO,DE,primary,CN,AE,3,1.0,0.8,9.75,estimated,mixed,5.62,0,low,0.69,1,1,1,3,0.97,0,none,0,low,0,compliant,none
REC_0206ec74d6,2025-08-27 12:43:18.902296,SHP_95e316eba4,INV_15f5cd7937,EXP_1d3059a62f,IMP_5b7cde1151,UK,Shanghai,Antwerp,aluminium_sheet,7606,Aluminium sheet,198.7,tonnes,25383.82,FOB,road,DE,NL,DE,recycled,DE,IN,3,1.0,0.83,8.68,measured,grid,2.1,1,medium,,1,1,1,4,0.92,1,composite,3,high,0,composite,recycled_conflict;traceability_completeness_score;value_outlier
REC_883acfa747,2025-04-12 12:43:18.902594,SHP_2e9d8f586d,INV_d12c58e635,EXP_1c866406e7,IMP_fa424535f9,US,Rotterdam,Hamburg,aluminium_ingot,7601,Unwrought aluminium ingot,439.91,tonnes,1117709.52,EXW,sea,NO,TR,NO,mixed,ZA,NO,4,1.0,0.94,5.27,measured,grid,54.85,1,medium,0.9,1,1,1,4,0.98,0,none,0,low,0,compliant,none
REC_d3dffeda9a,2025-06-03 12:43:18.902785,SHP_672e77c43d,INV_f9b6d4e327,EXP_0538414caf,IMP_37f73ce444,UK,Shanghai,Rotterdam,aluminium_profile,7604,Aluminium profile,255.74,tonnes,986415.22,DAP,sea,CN,FR,CN,recycled,CN,CN,4,1.0,0.94,12.45,estimated,mixed,86.0,0,medium,0.67,1,1,1,5,0.92,0,none,0,low,0,compliant,none
REC_7fae6c2845,2025-04-20 12:43:18.902918,SHP_af48a3ca4e,INV_36aafa5134,EXP_cc94de0fee,IMP_28c2596008,EU,Shanghai,Vancouver,aluminium_ingot,7601,Unwrought aluminium ingot,238.14,tonnes,557877.39,EXW,rail,TR,ZA,TR,mixed,AE,TR,3,1.0,0.92,1.82,default,mixed,34.33,1,high,0.78,1,1,1,3,0.84,0,none,0,low,0,compliant,none
REC_778aebc578,2025-05-14 12:43:18.903036,SHP_112d922399,INV_6adfe5d21c,EXP_b3449e33b1,IMP_623717c40e,US,Mumbai,Vancouver,aluminium_sheet,7606,Aluminium sheet,51.82,tonnes,117485.59,FOB,road,AE,CA,AE,primary,NO,SE,2,1.0,0.91,9.65,default,mixed,10.63,1,medium,0.58,1,1,1,5,0.89,0,none,0,low,0,compliant,none
REC_8e7ce17962,2025-04-22 12:43:18.903152,SHP_81d5b5a88b,INV_84509da8ac,EXP_7d2cad5d4b,IMP_a2c964aabc,EU,Shanghai,Vancouver,aluminium_profile,7604,Aluminium profile,22.42,tonnes,92740.38,EXW,sea,CN,IN,CN,recycled,SE,CA,2,1.0,0.94,7.61,default,grid,93.44,0,low,0.82,1,1,1,2,0.94,0,none,0,low,0,compliant,none
REC_8750d2609b,2025-08-04 12:43:18.903272,SHP_4898c567b7,INV_694544ffc0,EXP_306437fcf8,IMP_39ec26943c,Other,Santos,Felixstowe,aluminium_ingot,7601,Unwrought aluminium ingot,147.17,tonnes,405433.52,DAP,road,IN,ZA,IN,primary,AE,SE,1,1.0,0.91,7.92,measured,mixed,14.76,0,low,0.76,1,1,1,3,0.8,0,none,0,low,0,compliant,none
REC_6a0def7fdc,2026-02-28 12:43:18.903403,SHP_a2e595b6fb,INV_ff8a1fe073,EXP_afbf19927b,IMP_dbdf74a8f2,UK,Hamburg,Durban,aluminium_sheet,7606,Aluminium sheet,32.54,tonnes,73310.91,CIF,road,BR,CN,BR,mixed,CA,CN,4,1.0,0.94,7.69,estimated,mixed,62.77,1,medium,0.9,1,1,1,6,0.89,0,none,0,low,0,compliant,none
REC_ce9c610b92,2025-07-25 12:43:18.903590,SHP_ffc0a015da,INV_feb2d3e55e,EXP_b8cb7ef4d6,IMP_1973baede8,Other,Shanghai,Felixstowe,aluminium_profile,7604,Aluminium profile,311.77,tonnes,1116030.35,EXW,rail,CN,IN,CN,mixed,IN,CA,2,1.0,0.87,10.32,measured,renewable,22.27,1,low,0.86,1,1,1,4,0.81,0,none,0,low,0,compliant,none
REC_3e8a26999b,2026-01-14 12:43:18.903764,SHP_b3204bd225,INV_7f2a15612d,EXP_9b16524c17,IMP_834ae0368f,UK,Felixstowe,Mumbai,aluminium_sheet,7606,Aluminium sheet,22.99,tonnes,68085.07,CIF,rail,TR,CN,TR,primary,SE,FR,1,1.0,0.92,6.66,default,renewable,18.8,1,high,0.69,1,1,1,5,0.84,0,none,0,low,0,compliant,none
REC_ba4b6d02cf,2025-06-04 12:43:18.903966,SHP_5baa4755c6,INV_9ddf62fc4e,EXP_bca5c6e517,IMP_c88efb4b16,Other,Durban,Rotterdam,aluminium_ingot,7601,Unwrought aluminium ingot,59.38,tonnes,107966.01,EXW,road,AE,AE,AE,primary,AE,AE,1,1.0,0.94,2.25,estimated,mixed,1.89,0,medium,0.86,0,1,1,4,0.94,0,none,0,low,0,compliant,none
REC_fb68fac913,2025-12-31 12:43:18.904166,SHP_1370042584,INV_d76ed8f20e,EXP_e8c7d60721,IMP_a8e42938cc,Other,Antwerp,Santos,aluminium_profile,7604,Aluminium profile,439.96,tonnes,1649683.16,FOB,road,AE,TR,AE,primary,ZA,ZA,4,1.0,0.86,4.72,estimated,grid,16.07,0,high,0.97,1,1,1,6,0.22,1,documentation_quality,1,medium,0,perturbed,conflicting_documents
REC_cbb59d9526,2025-08-05 12:43:18.904295,SHP_c772d47553,INV_3ae411d5f8,EXP_c1e3f5a79f,IMP_2aa079ab58,US,Jebel_Ali,Mumbai,aluminium_sheet,7606,Aluminium sheet,430.62,tonnes,1187517.43,EXW,road,AE,TR,AE,primary,NO,FR,2,1.0,0.95,3.24,default,grid,15.02,0,medium,0.5,1,1,1,3,0.98,0,none,0,low,0,compliant,none
REC_91a4df1f00,2025-11-19 12:43:18.904430,SHP_c47c15e922,INV_65c937c0f7,EXP_d191f3c8fc,IMP_56f82c74ec,UK,Rotterdam,Santos,aluminium_ingot,7601,Unwrought aluminium ingot,15.31,tonnes,41419.4,CIF,sea,CA,DE,CA,mixed,NL,IN,1,1.0,0.86,11.48,estimated,grid,24.56,0,medium,0.55,1,1,1,4,0.86,0,none,0,low,0,compliant,none
REC_d3ae5a8f06,2026-01-01 12:43:18.904549,SHP_dd289c951c,INV_2844e478ce,EXP_1c482f06b7,IMP_4f92308e69,US,Hamburg,Santos,aluminium_sheet,7606,Aluminium sheet,339.53,tonnes,1079055.84,FOB,road,BR,BR,BR,recycled,ZA,CA,1,1.0,0.96,3.09,default,renewable,91.66,0,low,0.85,0,1,1,2,0.98,0,none,0,low,0,compliant,none
REC_8678b64246,2025-09-29 12:43:18.904699,SHP_b4c2b12aa9,INV_0cd982b13b,EXP_81bf09baa3,IMP_7c5964bdad,Other,Jebel_Ali,Hamburg,aluminium_coil,7606,Aluminium coil,67.36,tonnes,153977.5,EXW,sea,ZA,FR,ZA,mixed,AE,IN,1,1.0,0.92,3.16,measured,renewable,58.08,1,high,0.81,1,1,1,3,0.94,0,none,0,low,0,compliant,none
REC_e4216a58d2,2025-05-14 12:43:18.904883,SHP_05f1853b0f,INV_891edc8c22,EXP_58ed153b8f,IMP_63ff70bfb6,Other,Durban,Mumbai,aluminium_profile,7604,Aluminium profile,51.57,tonnes,215422.71,EXW,road,CN,CA,CN,primary,SE,FR,3,1.0,0.87,12.66,default,renewable,7.49,0,medium,0.89,1,1,1,6,0.91,0,none,0,low,0,compliant,none
REC_5e1c334c73,2025-07-19 12:43:18.905060,SHP_f69da1dd71,INV_bc228bafed,EXP_20eec11cf2,IMP_8dde689685,UK,Jebel_Ali,Shanghai,aluminium_profile,7604,Aluminium profile,454.11,tonnes,1221118.01,EXW,road,IN,TR,IN,primary,ZA,BR,2,1.0,0.8,8.36,default,mixed,9.85,0,high,0.61,1,1,1,3,0.99,0,none,0,low,0,compliant,none
REC_90bd708421,2025-04-06 12:43:18.905217,SHP_4e7536a340,INV_a912367844,EXP_c290d299d7,IMP_d54a5aef6a,Other,Durban,Durban,aluminium_ingot,7601,Unwrought aluminium ingot,150.0,tonnes,400289.87,FOB,sea,AE,IN,AE,primary,NO,SE,2,1.0,0.99,1.63,default,mixed,4.47,0,medium,0.98,1,1,0,6,0.91,1,documentation_quality,1,medium,0,perturbed,site_id_missing_but_high_traceability
REC_eba147b7f0,2025-09-26 12:43:18.905351,SHP_5ccaab0649,INV_524fec805d,EXP_c5a10452be,IMP_470bc0e73f,Other,Shanghai,Shanghai,aluminium_profile,7604,Aluminium profile,266.32,tonnes,950756.46,EXW,sea,TR,AE,TR,recycled,FR,BR,3,1.0,0.89,10.34,measured,renewable,87.83,0,high,0.81,1,1,1,6,0.86,0,none,0,low,0,compliant,none
REC_e182629850,2025-05-28 12:43:18.905476,SHP_8a6a6ae3c9,INV_e807cbb751,EXP_96d5ef79ec,IMP_d2f9d11354,US,Hamburg,Felixstowe,aluminium_sheet,7606,Aluminium sheet,237.21,tonnes,630826.29,EXW,sea,BR,IN,BR,primary,TR,NL,3,1.0,0.82,13.69,default,grid,11.67,0,medium,0.82,1,1,1,2,0.96,0,none,0,low,0,compliant,none
REC_98a40471ce,2026-02-01 12:43:18.905624,SHP_746f7c9f1f,INV_b98d61613a,EXP_3ae55cbbf8,IMP_00ce54c836,EU,Santos,Shanghai,aluminium_ingot,7601,Unwrought aluminium ingot,89.68,tonnes,243115.95,DAP,road,BR,NL,BR,recycled,IN,TR,4,1.0,0.99,9.12,measured,grid,92.9,1,medium,0.82,1,1,1,2,0.81,0,none,0,low,0,compliant,none
REC_cb27f059ef,2026-01-07 12:43:18.905810,SHP_771330e0d9,INV_0b1e799f8f,EXP_4e382963ad,IMP_56c5ae79db,UK,Santos,Shanghai,aluminium_ingot,7601,Unwrought aluminium ingot,194.47,tonnes,507674.31,FOB,sea,FR,ZA,FR,primary,FR,CN,1,1.0,0.83,7.74,default,mixed,19.75,0,high,0.81,1,1,1,5,0.85,0,none,0,low,0,compliant,none
REC_5bde004000,2025-06-07 12:43:18.905984,SHP_50a1576ef4,INV_216f092eb0,EXP_77714d8284,IMP_84ab035679,EU,Santos,Hamburg,aluminium_profile,7604,Aluminium profile,433.71,tonnes,1683632.6,CIF,rail,ZA,AE,ZA,primary,SE,NO,3,1.0,1.0,9.44,estimated,grid,19.99,0,low,0.89,1,1,1,3,0.99,0,none,0,low,0,compliant,none
REC_4a9b9a643b,2025-10-27 12:43:18.906154,SHP_b4180b3095,INV_ffee6fffee,EXP_bead4fd205,IMP_9cde2ee0ee,EU,Felixstowe,Shanghai,aluminium_ingot,7601,Unwrought aluminium ingot,122.03,tonnes,301621.63,EXW,rail,AE,IN,AE,primary,IN,FR,4,1.0,0.87,2.69,estimated,grid,12.36,1,high,0.42,1,1,1,6,0.97,0,none,0,low,0,compliant,none
REC_958c17a16f,2025-11-09 12:43:18.906328,SHP_4c4c024e86,INV_7843ba5787,EXP_8ee2d123ba,IMP_86e4c2ed23,UK,Hamburg,Rotterdam,aluminium_sheet,7606,Aluminium sheet,284.86,tonnes,951332.61,CIF,road,CN,SE,CN,primary,ZA,BR,2,1.0,0.83,2.35,estimated,renewable,8.07,1,low,0.61,1,1,1,5,0.83,0,none,0,low,0,compliant,none
REC_d97d81d1d7,2025-08-13 12:43:18.906508,SHP_7ba3f61888,INV_8eea2f8e7e,EXP_3d157d82fd,IMP_26b89421bd,EU,Santos,Rotterdam,aluminium_coil,7606,Aluminium coil,181.79,tonnes,521172.48,DAP,rail,NO,CN,NO,recycled,TR,ZA,4,1.0,0.89,12.4,default,grid,75.69,0,low,0.67,1,1,1,0,0.92,1,logical_inconsistency,1,high,0,perturbed,document_conflict
REC_5514c1108e,2025-12-26 12:43:18.906672,SHP_0a91bdc690,INV_9fcad6c2ef,EXP_c341170868,IMP_a8d11d17f0,Other,Vancouver,Durban,aluminium_ingot,7601,Unwrought aluminium ingot,475.27,tonnes,925385.61,EXW,sea,CA,NO,CA,mixed,ZA,AE,1,1.0,0.9,4.21,estimated,renewable,66.33,0,medium,0.81,1,1,1,5,0.93,0,none,0,low,0,compliant,none
REC_099daaf558,2025-08-27 12:43:18.906833,SHP_ee47ca8645,INV_912a088a0a,EXP_9640221373,IMP_1b6d9d304e,Other,Shanghai,Mumbai,aluminium_coil,7606,Aluminium coil,47.17,tonnes,106960.03,FOB,road,FR,NL,FR,primary,FR,TR,3,1.0,0.83,3.6,default,renewable,2.56,0,medium,0.88,1,1,1,6,0.89,0,none,0,low,0,compliant,none
REC_0c623c04e2,2026-02-26 12:43:18.907000,SHP_ef18e1b3c4,INV_20113fce7c,EXP_228a64aa45,IMP_0d31fcaba1,UK,Vancouver,Jebel_Ali,aluminium_ingot,7601,Unwrought aluminium ingot,94.44,tonnes,188151.77,DAP,rail,CN,IN,CN,recycled,IN,DE,4,1.0,0.83,4.43,measured,renewable,61.63,0,medium,0.91,1,1,1,5,0.9,0,none,0,low,0,compliant,none
REC_49829fed3a,2025-03-27 12:43:18.907159,SHP_2f6aa6d486,INV_eea6ca5fa3,EXP_3fed282d88,IMP_75a946a081,UK,Shanghai,Vancouver,aluminium_profile,7604,Aluminium profile,29.26,tonnes,112914.27,FOB,rail,CA,ZA,CA,primary,AE,FR,2,1.0,0.82,13.42,measured,grid,12.56,1,low,0.8,1,1,1,3,0.95,0,none,0,low,0,compliant,none
REC_cc12765b23,2025-08-25 12:43:18.907321,SHP_c1ef951bc8,INV_49a4bc7d74,EXP_3cfc849449,IMP_7e9c6d9ac6,Other,Durban,Felixstowe,aluminium_profile,7604,Aluminium profile,112.58,tonnes,352353.17,DAP,rail,NO,CN,NO,mixed,NL,AE,3,1.0,0.92,7.11,measured,mixed,44.23,0,low,0.67,1,1,1,4,0.9,0,none,0,low,0,compliant,none
REC_2190d6541f,2025-11-01 12:43:18.907482,SHP_bdc610c20f,INV_e5e92288ca,EXP_ff8985442c,IMP_73e2851bca,US,Santos,Santos,aluminium_profile,7604,Aluminium profile,62.51,tonnes,203820.17,DAP,sea,CN,NO,CN,primary,IN,CN,1,1.0,0.85,5.87,default,renewable,10.65,1,high,0.82,1,1,1,5,0.98,0,none,0,low,0,compliant,none
REC_7589964c6d,2025-11-26 12:43:18.907639,SHP_a58decd33b,INV_e2af01f888,EXP_e969fbad7a,IMP_a33e23601f,Other,Rotterdam,Jebel_Ali,aluminium_coil,7606,Aluminium coil,342.76,tonnes,1071441.23,DAP,rail,BR,SE,BR,mixed,AE,AE,4,1.0,0.82,8.18,estimated,mixed,44.92,0,medium,0.79,1,1,1,2,0.86,0,none,0,low,0,compliant,none
REC_c5342d27a2,2025-08-12 12:43:18.907887,SHP_5050f20f91,INV_f26d873559,EXP_59450217b4,IMP_0a823992ce,EU,Vancouver,Durban,aluminium_sheet,7606,Aluminium sheet,326.5,tonnes,960566.85,FOB,rail,ZA,TR,ZA,recycled,NL,AE,1,1.0,1.0,9.27,estimated,grid,74.24,0,medium,0.92,1,1,1,4,0.86,0,none,0,low,0,compliant,none
REC_f7200da1e4,2025-10-14 12:43:18.908046,SHP_e49a614732,INV_f1087d3b1f,EXP_563e09632d,IMP_dcbf51a435,Other,Vancouver,Rotterdam,aluminium_profile,7604,Aluminium profile,449.42,tonnes,1184849.7,FOB,sea,TR,CA,TR,recycled,CA,CA,4,1.0,0.88,14.78,default,grid,80.98,0,medium,0.71,1,1,1,2,0.96,0,none,0,low,0,compliant,none
REC_1d66af1967,2026-03-02 12:43:18.908204,SHP_d19af36387,INV_6c6a505907,EXP_75cc1c1634,IMP_d05394efff,US,Rotterdam,Shanghai,aluminium_ingot,7601,Unwrought aluminium ingot,93.73,tonnes,231385.93,EXW,road,BR,NO,BR,primary,AE,NL,1,1.0,0.91,7.5,measured,mixed,18.59,1,high,0.87,0,1,1,3,0.89,0,none,0,low,0,compliant,none
REC_baf03de771,2025-07-14 12:43:18.908371,SHP_ebc77b2676,INV_d9f38e3209,EXP_11cb28dba4,IMP_175f70a6bb,UK,Felixstowe,Durban,aluminium_sheet,7606,Aluminium sheet,128.78,tonnes,302541.29,EXW,road,AE,ZA,AE,primary,NO,CA,2,1.0,0.86,8.97,measured,renewable,12.21,1,high,0.49,1,1,1,6,0.87,0,none,0,low,0,compliant,none
REC_5595a16acf,2025-05-02 12:43:18.908531,SHP_09b868763f,INV_be26b827d6,EXP_a627af180a,IMP_86ead3d932,Other,Shanghai,Durban,aluminium_sheet,7606,Aluminium sheet,41.05,tonnes,143139.23,EXW,sea,TR,ZA,TR,primary,AE,IN,3,1.0,0.96,5.06,measured,grid,6.45,1,high,0.57,1,1,1,4,0.88,0,none,0,low,0,compliant,none
REC_04115a3d44,2025-11-05 12:43:18.908712,SHP_4741384254,INV_fa46cc95f8,EXP_99bc77210f,IMP_eeedefedbe,EU,Santos,Rotterdam,aluminium_coil,7606,Aluminium coil,465.47,tonnes,1480103.94,DAP,road,,DE,NO,mixed,SE,ZA,4,1.0,0.82,,default,grid,68.25,0,high,0.82,1,1,1,4,0.83,1,missingness,2,high,0,perturbed,declared_origin_country+embedded_emissions_tco2e_per_tonne
REC_0624467f57,2026-01-17 12:43:18.908915,SHP_cf28a1a008,INV_013462ea28,EXP_1ed5deeeee,IMP_30aa344ccb,EU,Shanghai,Jebel_Ali,aluminium_ingot,7601,Unwrought aluminium ingot,108.8,tonnes,213645.77,DAP,sea,IN,DE,IN,primary,SE,NL,3,1.0,0.96,8.48,estimated,renewable,3.29,1,low,0.79,1,1,1,4,0.96,0,none,0,low,0,compliant,none
