record_id,declaration_timestamp,shipment_id,invoice_id,exporter_id,importer_id,destination_market,port_of_export,port_of_entry,product_family,hs_code,product_description,shipment_quantity,quantity_unit,shipment_value_usd,incoterm,transport_mode,declared_origin_country,country_of_export,country_of_last_substantial_transformation,production_method_tag,production_stage_country_1,production_stage_country_2,supplier_chain_depth,origin_certificate_available,origin_certificate_match_score,embedded_emissions_tco2e_per_tonne,emissions_estimation_method,electricity_source_tag,recycled_content_percent,plant_emissions_disclosure_available,sector_emissions_band,traceability_completeness_score,supplier_traceability_metadata_available,batch_lot_reference_available,production_site_identifier_available,supporting_document_count,document_consistency_score,is_problematic,anomaly_class,anomaly_count,risk_label,rule_flag_count,synthetic_record_type,injected_pattern
REC_06d6f96866,2025-08-16 10:25:47.000039,SHP_859c009b8c,INV_9899acbc50,EXP_4fe889be20,IMP_30c4e9932c,UK,Shanghai,Durban,aluminium_sheet,7606,Aluminium sheet,118.83,tonnes,279942.68,CIF,rail,DE,TR,DE,primary,NL,BR,1,1,0.94,13.42,measured,renewable,6.75,1,low,0.62,0,1,1,2,0.86,0,none,0,low,0,compliant,none
REC_3b3696afb1,2025-05-27 10:25:47.000039,SHP_da2f9b2996,INV_930b5d28ae,EXP_e4602cd284,IMP_9632a43743,EU,Rotterdam,Mumbai,aluminium_profile,7604,Aluminium profile,308.69,tonnes,1035517.38,EXW,sea,AE,IN,AE,primary,SE,SE,1,0,0.98,5.15,estimated,renewable,1.03,0,medium,0.82,0,1,1,4,0.85,0,none,0,low,0,compliant,none
REC_eddb2cd427,2026-04-11 10:25:47.000039,SHP_d07a4181e4,INV_a88b2691e9,EXP_afebcec2ba,IMP_2e26fa8401,EU,Hamburg,Felixstowe,aluminium_profile,7604,Aluminium profile,383.19,tonnes,1112777.56,CIF,road,FR,IN,FR,primary,IN,IN,1,0,0.91,7.8,default,grid,14.56,0,medium,0.91,0,1,1,5,0.81,0,none,0,low,0,compliant,none
REC_ecf4b3a518,2025-05-15 10:25:47.001035,SHP_e3faf33691,INV_d74b346c49,EXP_9b4294289d,IMP_6678c41633,Other,Antwerp,Felixstowe,aluminium_coil,7606,Aluminium coil,342.01,tonnes,725596.16,EXW,sea,IN,NO,IN,mixed,DE,ZA,4,0,0.93,5.07,estimated,renewable,45.6,0,low,0.92,1,1,1,6,0.83,0,none,0,low,0,compliant,none
REC_c0c9ba9631,2025-08-19 10:25:47.001035,SHP_7030ef5848,INV_cf522a3806,EXP_7482244563,IMP_94b4fbedc4,EU,Antwerp,Hamburg,aluminium_profile,7604,Aluminium profile,65.6,tonnes,267121.83,FOB,rail,CN,NL,CN,recycled,SE,AE,1,0,0.91,6.25,estimated,grid,95.09,0,high,0.86,0,1,1,5,0.98,0,none,0,low,0,compliant,none
REC_1ac1fe748e,2026-01-04 10:25:47.001035,SHP_9fb0d8a288,INV_f3d9e5fcd7,EXP_6324c1a078,IMP_223292ccaf,US,Mumbai,Antwerp,aluminium_coil,7606,Aluminium coil,176.12,tonnes,449805.63,EXW,road,SE,CA,SE,mixed,TR,FR,3,0,0.98,12.21,default,mixed,56.3,0,low,0.69,1,1,1,6,0.98,0,none,0,low,0,compliant,none
REC_13b3982792,2026-01-01 10:25:47.001035,SHP_199b3180e2,INV_052be2a5bf,EXP_700ca840b2,IMP_f5a5ace3d0,US,Shanghai,Antwerp,aluminium_sheet,7606,Aluminium sheet,14.51,tonnes,33836.06,DAP,rail,NL,TR,NL,recycled,BR,NO,1,0,0.94,,estimated,mixed,86.54,1,high,,0,1,1,3,0.87,1,missingness,2,low,0,compliant,none
REC_963ca347a2,2026-01-22 10:25:47.001035,SHP_90a98b21ba,INV_c3785f7e25,EXP_ca57dca4d3,IMP_b4974d85d8,US,Vancouver,Durban,aluminium_sheet,7606,Aluminium sheet,328.32,tonnes,1084766.14,EXW,sea,ZA,SE,ZA,primary,FR,CA,3,1,0.82,16.03,default,grid,13.15,0,medium,0.81,1,1,1,3,0.88,1,plausibility,1,low,0,compliant,none
REC_cc5f622322,2025-07-23 10:25:47.001035,SHP_cd9c626632,INV_3301a07dc1,EXP_1b2f9e972a,IMP_ed56dc292f,EU,Hamburg,Hamburg,aluminium_coil,7606,Aluminium coil,399.46,tonnes,1099884.44,CIF,rail,IN,CN,IN,primary,DE,TR,4,0,0.86,14.92,default,grid,11.54,0,medium,0.88,1,1,1,4,0.99,1,plausibility,1,low,0,compliant,none
REC_f345a7c926,2025-05-30 10:25:47.001035,SHP_e92c88dca2,INV_a84f95ec9e,EXP_04fc3e9488,IMP_c15d5b7898,EU,Jebel_Ali,Vancouver,aluminium_ingot,7601,Unwrought aluminium ingot,17.57,tonnes,47936.56,DAP,rail,SE,CA,SE,mixed,BR,NL,2,0,0.99,11.89,measured,grid,41.41,1,low,0.66,1,1,1,3,0.86,0,none,0,low,0,compliant,none
REC_abd82602f2,2025-12-21 10:25:47.001035,SHP_18a21be07e,INV_bd6cf77d7e,EXP_1ab07bca5e,IMP_9ada8e1f13,UK,Hamburg,Mumbai,aluminium_coil,7606,Aluminium coil,282.83,tonnes,938147.45,FOB,road,,CA,AE,mixed,SE,SE,2,1,1.0,8.67,default,renewable,54.8,0,low,0.58,1,1,1,2,0.94,1,missingness,1,low,0,compliant,none
REC_95d3523dbc,2025-06-12 10:25:47.002176,SHP_c990e0cda6,INV_73c90cfdc7,EXP_0c15380c5c,IMP_8b76841914,Other,Vancouver,Jebel_Ali,aluminium_coil,7606,Aluminium coil,186.15,tonnes,461962.76,FOB,sea,FR,NO,FR,primary,NO,NL,3,1,0.97,,measured,grid,16.19,1,medium,,1,1,1,4,0.93,1,missingness,2,low,0,compliant,none
REC_14a824c692,2025-05-09 10:25:47.002176,SHP_043dbc79cb,INV_3c8785c0e6,EXP_0a1d5a2729,IMP_7210070735,Other,Rotterdam,Vancouver,aluminium_profile,7604,Aluminium profile,399.94,tonnes,1604962.85,CIF,road,SE,NO,SE,mixed,AE,FR,1,1,0.81,7.28,estimated,renewable,36.9,0,high,0.95,1,1,1,6,0.81,0,none,0,low,0,compliant,none
REC_1052ec8416,2025-07-27 10:25:47.002176,SHP_e13c4b0410,INV_f3eecc8630,EXP_b2eab033f4,IMP_9d284cf1fb,UK,Felixstowe,Mumbai,aluminium_coil,7606,Aluminium coil,413.07,tonnes,1060866.13,DAP,rail,TR,AE,TR,recycled,BR,NL,3,1,0.95,8.18,default,mixed,65.08,0,medium,0.94,1,1,1,4,0.91,0,none,0,low,0,compliant,none
REC_b09763e14d,2025-09-10 10:25:47.002176,SHP_7b52ec00fc,INV_7dffb1122e,EXP_f1c7e5a858,IMP_b7b747b8de,Other,Durban,Felixstowe,aluminium_sheet,7606,Aluminium sheet,322.34,tonnes,1013410.76,DAP,rail,ZA,ZA,ZA,primary,NL,CA,3,0,0.85,8.72,default,mixed,19.52,1,low,0.86,1,1,1,3,0.83,0,none,0,low,0,compliant,none
REC_d4ae491d0b,2026-04-13 10:25:47.002176,SHP_bfacdbe4d3,INV_9acd46650b,EXP_51e938ba2a,IMP_972b62ece1,UK,Durban,Santos,aluminium_coil,7606,Aluminium coil,279.12,tonnes,845447.42,FOB,road,SE,NL,SE,primary,AE,CA,1,0,0.99,6.05,estimated,mixed,13.2,1,medium,0.61,1,1,1,3,0.85,0,none,0,low,0,compliant,none
REC_312a07807a,2026-01-14 10:25:47.002176,SHP_349fbfe321,INV_e3a3faeb6c,EXP_2e3350b46b,IMP_889ae02df6,UK,Vancouver,Durban,aluminium_sheet,7606,Aluminium sheet,381.34,tonnes,846083.46,FOB,rail,DE,FR,DE,recycled,SE,FR,4,1,0.82,2.43,measured,renewable,64.64,1,medium,0.96,1,1,1,6,0.88,0,none,0,low,0,compliant,none
REC_d495cb3ce6,2025-09-05 10:25:47.002176,SHP_4a6bdd47ad,INV_fa7cbc5675,EXP_f37df022f1,IMP_3cc7649576,Other,Shanghai,Felixstowe,aluminium_profile,7604,Aluminium profile,321.2,tonnes,827737.8,EXW,rail,CN,IN,CN,mixed,IN,CA,2,0,0.9,10.27,default,renewable,38.73,0,high,0.71,1,1,1,4,0.93,0,none,0,low,0,compliant,none
REC_3e40c56d42,2026-02-25 10:25:47.002176,SHP_7b967280c0,INV_84530ed941,EXP_5b277fcb69,IMP_9a39d539b5,UK,Felixstowe,Mumbai,aluminium_sheet,7606,Aluminium sheet,297.03,tonnes,1016525.57,CIF,rail,TR,CN,TR,primary,SE,FR,1,1,0.91,6.35,default,renewable,11.51,1,medium,0.86,0,1,1,3,0.84,0,none,0,low,0,compliant,none
REC_f74342f964,2025-07-16 10:25:47.003175,SHP_5cd470d376,INV_313d8ab3c2,EXP_b05a9eefc2,IMP_10f2d21ac0,Other,Durban,Rotterdam,aluminium_profile,7604,Aluminium profile,59.38,tonnes,150289.42,EXW,road,ZA,BR,ZA,primary,AE,AE,1,0,0.81,10.98,default,grid,1.89,1,medium,0.89,1,1,1,2,0.86,0,none,0,low,0,compliant,none
REC_fad482f1a5,2025-09-09 10:25:47.003175,SHP_b770a83741,INV_01edcb6d65,EXP_9083e87d7e,IMP_de531e7aa0,UK,Santos,Vancouver,aluminium_profile,7604,Aluminium profile,351.4,tonnes,1254217.88,FOB,road,CA,AE,CA,primary,ZA,ZA,2,0,0.84,11.37,measured,mixed,17.55,1,low,0.97,1,1,1,5,0.2,1,documentation_quality,1,low,0,compliant,none
REC_baeae0898a,2025-09-16 10:25:47.003175,SHP_63985093c7,INV_dd906bc502,EXP_77d3e3cfa6,IMP_576acfe242,US,Jebel_Ali,Mumbai,aluminium_sheet,7606,Aluminium sheet,430.62,tonnes,1187517.43,EXW,road,AE,TR,AE,primary,NO,FR,2,1,0.82,10.44,measured,mixed,15.02,0,medium,0.68,1,1,1,3,0.98,0,none,0,low,0,compliant,none
REC_7166bec75c,2025-12-31 10:25:47.003175,SHP_6406637f34,INV_da357d29c4,EXP_f46f585865,IMP_fc6af4e60e,UK,Rotterdam,Santos,aluminium_ingot,7601,Unwrought aluminium ingot,15.31,tonnes,41419.4,CIF,sea,CA,DE,CA,mixed,NL,IN,1,0,0.89,5.81,estimated,grid,24.56,1,high,,1,1,1,4,0.96,1,missingness,1,low,0,compliant,none
REC_1ac0854bfc,2025-07-14 10:25:47.003175,SHP_89ad7d3701,INV_bd915ebf69,EXP_f752d9ab5a,IMP_16f67b5b65,EU,Shanghai,Santos,aluminium_ingot,7601,Unwrought aluminium ingot,54.69,tonnes,125481.85,DAP,road,NL,NO,NL,mixed,BR,SE,1,0,0.89,6.67,estimated,mixed,22.88,0,low,0.67,1,1,1,6,0.95,0,none,0,low,0,compliant,none
REC_be619912d1,2025-08-07 10:25:47.003175,SHP_76adaa4e47,INV_8a61287b28,EXP_6bd58199c3,IMP_7a0731b5e7,Other,Jebel_Ali,Hamburg,aluminium_ingot,7601,Unwrought aluminium ingot,59.55,tonnes,112198.56,EXW,sea,,DE,ZA,mixed,AE,IN,3,0,0.82,,default,renewable,55.05,1,high,0.72,1,1,1,3,1.0,1,missingness,2,low,0,compliant,none
REC_c18fa9e834,2025-11-22 10:25:47.003175,SHP_90fb096b27,INV_101d83ce7e,EXP_a030992547,IMP_95433eee88,UK,Hamburg,Shanghai,aluminium_profile,7604,Aluminium profile,194.37,tonnes,513516.06,DAP,sea,BR,ZA,BR,primary,IN,ZA,3,1,0.88,9.24,default,grid,15.54,1,medium,0.78,1,1,1,3,0.82,0,none,0,low,0,compliant,none
REC_52d94a070f,2025-07-05 10:25:47.003175,SHP_0445651c5f,INV_68133d6899,EXP_548f1df5e4,IMP_a68208e5f8,US,Vancouver,Rotterdam,aluminium_profile,7604,Aluminium profile,328.11,tonnes,1236409.14,CIF,sea,NO,TR,NO,primary,SE,BR,3,1,0.97,13.8,default,mixed,11.67,0,high,0.73,1,1,1,5,0.81,0,none,0,low,0,compliant,none
REC_2cd665cdeb,2026-01-13 10:25:47.004174,SHP_1fc2f66cf4,INV_8ba0efaa58,EXP_b1dcb1abf2,IMP_e8f4ca837d,Other,Felixstowe,Shanghai,aluminium_profile,7604,Aluminium profile,484.96,tonnes,1643658.6,EXW,road,DE,FR,DE,primary,CN,CN,3,1,0.89,11.69,default,mixed,12.59,1,medium,0.66,1,1,1,5,0.2,1,documentation_quality,1,low,0,compliant,none
REC_f4a82e70a3,2025-11-26 10:25:47.004174,SHP_25598354f6,INV_19edc965bb,EXP_e4db9fd91f,IMP_46eac6e1e2,EU,Vancouver,Antwerp,aluminium_coil,7606,Aluminium coil,446.23,tonnes,1201409.03,CIF,sea,SE,FR,SE,primary,BR,IN,2,1,0.87,5.11,estimated,mixed,12.4,1,low,0.95,1,1,1,3,0.94,0,none,0,low,0,compliant,none
REC_e40f7fed6a,2025-05-09 10:25:47.004174,SHP_6416c5b6b6,INV_40f62bebbb,EXP_b4ab228499,IMP_b7349a68d4,UK,Shanghai,Rotterdam,aluminium_coil,7606,Aluminium coil,456.35,tonnes,1446309.33,FOB,rail,NL,NO,NL,primary,NO,BR,1,0,0.92,10.53,estimated,renewable,19.0,0,low,0.85,1,1,1,5,0.81,0,none,0,low,0,compliant,none
REC_4233c1ec68,2025-09-04 10:25:47.004174,SHP_d7fa21cbaa,INV_edeabee90f,EXP_bc4d40aa19,IMP_f4e30ab73a,EU,Hamburg,Mumbai,aluminium_profile,7604,Aluminium profile,407.17,tonnes,1701306.68,DAP,sea,NL,DE,FR,primary,ZA,CA,3,0,0.97,10.1,measured,grid,3.01,1,low,0.99,1,1,1,3,0.81,1,logical_inconsistency,1,low,0,compliant,none
REC_d2c339be58,2025-09-18 10:25:47.004174,SHP_8fb2e335e7,INV_8558f96533,EXP_df899f96a0,IMP_67a840f4b2,Other,Shanghai,Santos,aluminium_profile,7604,Aluminium profile,408.32,tonnes,1714748.02,DAP,road,ZA,SE,ZA,recycled,ZA,ZA,4,0,0.95,8.99,estimated,mixed,99.87,0,low,0.93,1,1,1,3,0.92,0,none,0,low,0,compliant,none
REC_8c6b7ffacb,2025-07-28 10:25:47.004174,SHP_caca5e5e2a,INV_c53aa3ca5d,EXP_2cbcb01860,IMP_3be758a86c,EU,Antwerp,Rotterdam,aluminium_coil,7606,Aluminium coil,65.64,tonnes,195150.68,DAP,road,NL,SE,NL,recycled,BR,ZA,2,1,0.9,11.15,default,grid,80.81,0,medium,0.66,1,1,1,4,0.88,0,none,0,low,0,compliant,none
REC_a3b806e59f,2025-10-01 10:25:47.004174,SHP_d328873ec5,INV_9256a1c883,EXP_50b9019c9e,IMP_e3a2675f29,EU,Vancouver,Felixstowe,aluminium_profile,7604,Aluminium profile,24.1,tonnes,91187.97,CIF,road,SE,NO,SE,primary,NL,FR,2,0,0.8,11.08,measured,renewable,12.41,1,medium,0.95,1,1,1,2,0.98,0,none,0,low,0,compliant,none
REC_547eb452fe,2025-08-23 10:25:47.004174,SHP_302f62b95f,INV_306d6db675,EXP_eed721a199,IMP_4e4d2526e3,Other,Durban,Hamburg,aluminium_profile,7604,Aluminium profile,261.85,tonnes,1003464.22,FOB,road,BR,AE,BR,recycled,BR,TR,3,1,0.97,11.0,measured,grid,75.86,0,high,0.69,1,1,1,6,1.0,0,none,0,low,0,compliant,none
REC_8d5cbf0fe9,2026-02-06 10:25:47.004174,SHP_af840eb954,INV_59db597b26,EXP_95f4bc80a8,IMP_4f7b304f83,Other,Vancouver,Durban,aluminium_ingot,7601,Unwrought aluminium ingot,171.09,tonnes,416330.55,EXW,sea,CA,NO,CA,mixed,ZA,AE,1,1,0.87,1.75,measured,renewable,32.01,1,medium,0.57,1,1,1,4,0.84,0,none,0,low,0,compliant,none
REC_ba068c7d04,2025-12-10 10:25:47.005175,SHP_301b8262e1,INV_45bfd70d53,EXP_7c7d7567c0,IMP_88a293ed17,Other,Vancouver,Rotterdam,aluminium_ingot,7601,Unwrought aluminium ingot,92.78,tonnes,192851.61,DAP,sea,TR,AE,TR,mixed,TR,NO,4,1,0.82,2.27,measured,renewable,28.85,0,high,0.72,1,1,1,6,0.94,0,none,0,low,0,compliant,none
REC_0b756e6828,2025-06-22 10:25:47.005175,SHP_6ae0474163,INV_192c7830d6,EXP_48718eebe0,IMP_bb4951d072,Other,Durban,Rotterdam,aluminium_profile,7604,Aluminium profile,401.71,tonnes,1433072.57,CIF,road,SE,CN,SE,primary,CN,NL,3,1,0.95,13.85,default,mixed,1.64,1,low,0.83,1,1,1,2,0.92,0,none,0,low,0,compliant,none
REC_7f0303d100,2025-07-28 10:25:47.005175,SHP_ab0892377c,INV_ca7590c913,EXP_6aff6a2e5d,IMP_284b162fa3,Other,Hamburg,Felixstowe,aluminium_sheet,7606,Aluminium sheet,236.64,tonnes,750553.98,FOB,road,NO,CN,NO,recycled,FR,CA,1,0,0.94,4.42,default,mixed,61.47,1,high,0.67,1,1,1,5,0.89,0,none,0,low,0,compliant,none
REC_8b6d3831f6,2025-10-22 10:25:47.005175,SHP_3d6d8be5da,INV_2b5bcc862a,EXP_255ce9d563,IMP_cb66f5af46,UK,Santos,Vancouver,aluminium_profile,7604,Aluminium profile,128.81,tonnes,380983.07,CIF,sea,SE,IN,SE,mixed,NO,AE,2,1,0.87,2.22,estimated,renewable,38.86,0,medium,0.72,1,1,1,4,0.96,0,none,0,low,0,compliant,none
REC_9ba684de57,2025-11-11 10:25:47.005175,SHP_58f5919b46,INV_b5e9d6fad1,EXP_c143cb3a9f,IMP_a75fd0c0eb,US,Vancouver,Vancouver,aluminium_profile,7604,Aluminium profile,52.59,tonnes,179493.94,DAP,road,IN,CN,IN,mixed,TR,SE,4,0,0.89,12.27,estimated,renewable,49.34,0,medium,0.86,1,1,1,2,0.91,0,none,0,low,0,compliant,none
REC_e7b32ebaa8,2025-06-01 10:25:47.005175,SHP_b19572c21d,INV_52f53b8a92,EXP_dc71fa2bfe,IMP_f4cc305af2,UK,Durban,Rotterdam,aluminium_coil,7606,Aluminium coil,493.39,tonnes,1424667.21,CIF,rail,BR,AE,BR,recycled,ZA,TR,4,0,0.83,2.94,default,grid,69.49,1,low,0.86,1,1,1,3,0.82,0,none,0,low,0,compliant,none
REC_15bc1585e6,2025-12-22 10:25:47.005175,SHP_50dc141b34,INV_824374a1ad,EXP_c9190ba353,IMP_9f6eb25a03,US,Santos,Mumbai,aluminium_profile,7604,Aluminium profile,211.09,tonnes,880254.51,FOB,road,NL,FR,NL,mixed,CA,CN,4,1,0.99,17.0,default,mixed,25.6,1,high,0.78,1,1,1,2,0.93,1,plausibility,1,low,0,compliant,none
REC_afa5f99980,2026-03-21 10:25:47.005175,SHP_71d2052bc0,INV_97dc154381,EXP_e2342eaf39,IMP_52cbf7fc8d,Other,Hamburg,Hamburg,aluminium_ingot,7601,Unwrought aluminium ingot,290.09,tonnes,603381.14,DAP,sea,CA,NO,CA,primary,BR,NO,2,0,0.9,3.08,measured,renewable,15.39,0,medium,0.6,1,1,1,4,0.92,0,none,0,low,0,compliant,none
REC_72307ad93b,2025-07-21 10:25:47.006174,SHP_5b011b8cd6,INV_4d07dd6a43,EXP_036a4380fb,IMP_b249577dff,UK,Antwerp,Antwerp,aluminium_coil,7606,Aluminium coil,245.76,tonnes,686251.93,FOB,rail,SE,CN,SE,primary,AE,ZA,4,0,0.83,5.42,default,mixed,1.04,0,low,0.9,1,1,1,5,0.95,0,none,0,low,0,compliant,none
REC_66f1424df9,2025-12-10 10:25:47.006174,SHP_1a14e861f2,INV_f09f8a97a0,EXP_31c2544637,IMP_c1b8f6a49b,UK,Hamburg,Durban,aluminium_coil,7606,Aluminium coil,241.07,tonnes,635314.24,EXW,rail,CA,DE,CA,primary,NO,CA,4,1,0.99,12.88,estimated,renewable,6.98,1,medium,0.75,1,1,1,3,0.97,0,none,0,low,0,compliant,none
REC_abce1ba3bb,2025-07-18 10:25:47.006174,SHP_bbfc06b9dd,INV_1d41831227,EXP_850ec1c5bc,IMP_21cc1e9311,US,Santos,Shanghai,aluminium_profile,7604,Aluminium profile,399.68,tonnes,1136196.89,EXW,sea,FR,SE,TR,mixed,CA,AE,4,1,0.96,4.48,measured,mixed,28.18,0,high,0.55,1,1,1,5,0.88,1,logical_inconsistency,1,low,0,compliant,none
REC_2889cf1f86,2025-06-23 10:25:47.006174,SHP_56a3adaa48,INV_b1181295f8,EXP_8c8545863a,IMP_baa656aa62,US,Antwerp,Hamburg,aluminium_sheet,7606,Aluminium sheet,225.18,tonnes,605740.45,FOB,road,TR,SE,TR,recycled,IN,DE,2,1,0.85,5.63,estimated,grid,78.51,0,medium,0.8,1,1,1,4,0.92,0,none,0,low,0,compliant,none
REC_6a97cc6b59,2025-08-08 10:25:47.006174,SHP_28866913df,INV_1bbdab985f,EXP_74ef2054e7,IMP_30608b4158,US,Antwerp,Shanghai,aluminium_profile,7604,Aluminium profile,470.52,tonnes,1678393.63,DAP,road,NL,CN,NL,primary,BR,TR,3,0,0.96,3.14,default,grid,6.7,0,low,0.56,1,1,1,5,0.83,0,none,0,low,0,compliant,none
REC_f02bae7447,2025-08-05 10:25:47.006174,SHP_2ac0488f33,INV_ad9de66d5e,EXP_e673b048bb,IMP_78212c3b60,EU,Durban,Jebel_Ali,aluminium_coil,7606,Aluminium coil,131.76,tonnes,404125.07,EXW,rail,AE,DE,AE,primary,AE,CA,3,1,0.87,8.79,measured,mixed,0.67,0,medium,0.85,1,1,1,2,0.83,0,none,0,low,0,compliant,none
REC_98e4f7accd,2025-06-15 10:25:47.006174,SHP_a3f95148e1,INV_3e1d5173c7,EXP_7231eb1ab6,IMP_b8383569e8,Other,Shanghai,Mumbai,aluminium_coil,7606,Aluminium coil,363.9,tonnes,1104817.68,FOB,sea,SE,CA,SE,mixed,DE,DE,1,1,0.91,9.49,default,grid,52.06,0,low,0.9,0,1,1,5,0.92,0,none,0,low,0,compliant,none
REC_1ac4007d30,2025-07-10 10:25:47.006174,SHP_caf32459ae,INV_4b2cce6298,EXP_108bfb2f79,IMP_d644b6110a,UK,Mumbai,Hamburg,aluminium_profile,7604,Aluminium profile,236.38,tonnes,971612.02,DAP,rail,,BR,BR,primary,AE,NO,4,0,0.8,11.05,estimated,renewable,3.07,0,medium,0.79,1,1,1,5,0.98,1,missingness,1,low,0,compliant,none
REC_35c3bbd4ac,2026-04-05 10:25:47.007323,SHP_58cea3ce96,INV_7761495e41,EXP_498c47a1d2,IMP_e1a1553945,Other,Shanghai,Felixstowe,aluminium_ingot,7601,Unwrought aluminium ingot,84.74,tonnes,201366.68,FOB,road,TR,CN,TR,mixed,FR,CA,3,0,0.95,14.17,estimated,mixed,50.34,0,low,0.75,1,1,1,4,0.82,1,plausibility,1,low,0,compliant,none
REC_85aeb58845,2025-07-27 10:25:47.007323,SHP_1a5290d2fd,INV_ba4204209a,EXP_93b97b1a0c,IMP_c604c3289f,UK,Santos,Felixstowe,aluminium_sheet,7606,Aluminium sheet,264.23,tonnes,784408.52,CIF,road,ZA,SE,ZA,mixed,NL,ZA,1,0,0.8,3.19,default,grid,39.95,0,high,0.64,1,1,1,3,0.87,0,none,0,low,0,compliant,none
